CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2019-00500223,198 OAKLAND AVE,01/18/2019 12:41:07 PM,1,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,RPapa
2019-00005400,359 CARPENTER ST,01/18/2019 12:32:00 PM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00005391,1186 ELMWOOD AVE,01/18/2019 11:56:32 AM,1,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KWigginton
2019-00005392,21 ADELAIDE AVE,01/18/2019 11:54:49 AM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MMaycock
2019-00005395,62 HARWOL CT,01/18/2019 11:45:00 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AChin
2019-00005389,154 ALVERSON AVE,01/18/2019 11:43:00 AM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,IYousif
2019-00005386,387 CHARLES ST,01/18/2019 11:41:29 AM,1,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JDalton
2019-00005388,976 DOUGLAS AVE,01/18/2019 11:41:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AChin
2019-00005373,101 BEACON AVE,01/18/2019 10:57:00 AM,1,2019,RI Statute Violation,8-8.1-3,PROTECTIVE ORDERS,1,Central Station
2019-00005371,EATON ST & PEMBROKE AVE,01/18/2019 10:53:00 AM,1,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00005368,260 ADMIRAL ST,01/18/2019 10:34:28 AM,1,2019,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,JMadeira
2019-00005367,270 RESERVOIR AVE,01/18/2019 10:33:12 AM,1,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,ADeschamps
2019-00005351,20 BELLEVUE AVE,01/18/2019 08:51:00 AM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,LFernandez
2019-00005349,159 SACKETT ST,01/18/2019 08:47:00 AM,1,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,ECuri
2019-00005346,22 PETER ST,01/18/2019 07:57:23 AM,1,2019,Missing Persons,Not Used,No violations,0,JDalton
2019-00005335,132 CANTON ST,01/18/2019 06:52:00 AM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JLeone
2019-00005298,60 VALLEY ST,01/18/2019 01:13:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LVadney
2019-00005298,60 VALLEY ST,01/18/2019 01:13:00 AM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LVadney
2019-00005298,60 VALLEY ST,01/18/2019 01:13:00 AM,1,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,LVadney
2019-00500227,54 ASHBURTON ST,01/18/2019 12:40:18 AM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,RPapa
2019-00005290,12 FLORENCE ST,01/18/2019 12:31:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LVadney
2019-00005290,12 FLORENCE ST,01/18/2019 12:31:00 AM,1,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,LVadney
2019-00005290,12 FLORENCE ST,01/18/2019 12:31:00 AM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LVadney
2019-00005285,CHALKSTONE AVE & ACADEMY AVE,01/18/2019 12:22:00 AM,1,2019,Medical Aid,Not Used,No violations,0,PHourahan
2019-00005275,242 OXFORD ST,01/17/2019 11:39:00 PM,1,2019,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,SCorley
2019-00005265,28 HILLHURST AVE,01/17/2019 11:20:00 PM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JPerez
2019-00005265,28 HILLHURST AVE,01/17/2019 11:20:00 PM,1,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,JPerez
2019-00005255,315 BROAD ST,01/17/2019 09:34:00 PM,1,2019,Request for Assistance,Not Used,No violations,0,LPelaez
2019-00005251,CANTON ST & REGENT AVE,01/17/2019 09:28:00 PM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MCamardo
2019-00005252,100 RANDALL SQ,01/17/2019 09:11:00 PM,1,2019,"Assault, Threats",11-35-18,BOMB THREATS AND SIMILAR FALSE REPORTS,1,GValletta
2019-00005242,47 PARKIS AVE,01/17/2019 08:52:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JStanzione
2019-00005235,81 WASHINGTON AVE,01/17/2019 08:27:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00005241,40 SUPERIOR ST,01/17/2019 08:12:00 PM,1,2019,Missing Persons,Not Used,No violations,0,TLambert
2019-00005231,551 N  MAIN ST,01/17/2019 08:03:00 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MCifuentes
2019-00005228,103 VANDEWATER ST,01/17/2019 07:57:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DImpagliazzo
2019-00005226,64 DARTMOUTH AVE,01/17/2019 07:43:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00005220,8 MARVIN ST,01/17/2019 07:21:00 PM,1,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00005214,291 CHAD BROWN ST,01/17/2019 06:52:00 PM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00500221,20 PROVIDENCE PL,01/17/2019 06:49:44 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RPapa
2019-00500220,20 PROVIDENCE PL,01/17/2019 06:24:32 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RPapa
2019-00005197,160 BROAD ST,01/17/2019 05:53:00 PM,1,2019,Municipal Code Violation,Sec. 16-3.E,Disorderly Conduct E - Assemble to cause a fight,1,MMena-Torres
2019-00005195,FEDERAL ST & DEPASQUALE AVE,01/17/2019 05:51:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station
2019-00005203,155 DOUGLAS AVE,01/17/2019 05:39:00 PM,1,2019,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,KRichards
2019-00005188,24 TAPPAN ST,01/17/2019 05:32:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00005189,1 DORRANCE ST,01/17/2019 05:32:00 PM,1,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,Central Station
2019-00005180,124 TYNDALL AVE,01/17/2019 05:15:00 PM,1,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station
2019-00005180,124 TYNDALL AVE,01/17/2019 05:15:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2019-00005178,136 KNIGHT ST,01/17/2019 05:12:00 PM,1,2019,Missing Persons,Not Used,No violations,0,ASchneider
2019-00005176,850 MANTON AVE,01/17/2019 04:59:00 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DLiu
2019-00005176,850 MANTON AVE,01/17/2019 04:59:00 PM,1,2019,Municipal Code Violation,Sec. 16-13.  ,Obstruction of public ways.,1,DLiu
2019-00005175,BRANCH AVE / WEST RIVER ,01/17/2019 04:55:38 PM,1,2019,Assistance Rendered,Not Used,No violations,0,EBreault
2019-00005169,186 BROADWAY ,01/17/2019 04:40:00 PM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00005162,51 SILVER SPRING ST,01/17/2019 04:21:00 PM,1,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,EBreault
2019-00005159,50 MAUDE ST,01/17/2019 04:16:00 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00005156,69 LABAN ST,01/17/2019 04:05:00 PM,1,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ECuellar
2019-00005156,69 LABAN ST,01/17/2019 04:05:00 PM,1,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,ECuellar
2019-00005153,1 PROVIDENCE PL,01/17/2019 03:52:00 PM,1,2019,Juvenile Matter,Not Used,No violations,0,RAbenante
2019-00005144,24 TAPPAN ST,01/17/2019 03:45:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00005146,455 DOUGLAS AVE,01/17/2019 03:40:00 PM,1,2019,Embezzelment,11-41-3,EMBEZZLEMENT/FRAUDULENT CONVERSION/0 $100,1,KRichards
2019-00005138,156 RESERVOIR AVE,01/17/2019 03:31:38 PM,1,2019,Juvenile Matter,Not Used,No violations,0,JCotugno
2019-00005135,21 CUTLER ST,01/17/2019 03:23:00 PM,1,2019,Burglary,11-8-1,BURGLARY,1,GSion
2019-00005125,108 ETHAN ST,01/17/2019 03:05:00 PM,1,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00500219,1041 DOUGLAS AVE,01/17/2019 03:01:08 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RPapa
2019-00005114,53 VINEYARD ST,01/17/2019 02:24:00 PM,1,2019,Burglary,11-8-1,BURGLARY,1,TGomes
2019-00005110,480 CHARLES ST,01/17/2019 02:06:33 PM,1,2019,Article Found,Not Used,No violations,0,MTella
2019-00005103,234 DABOLL ST,01/17/2019 01:12:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,DSchiavulli
2019-00500217,200 WAYLAND AVE,01/17/2019 01:06:57 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RPapa
2019-00005097,51 VINEYARD ST,01/17/2019 12:51:22 PM,1,2019,Burglary,11-8-1,BURGLARY,1,TGomes
2019-00005096,46 MAGDALENE ST,01/17/2019 12:48:26 PM,1,2019,Assistance Rendered,Not Used,No violations,0,JDalton
2019-00005091,343 BROAD ST,01/17/2019 12:29:00 PM,1,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,ALevesque
2019-00005089,101 SESSIONS ST,01/17/2019 12:13:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AHampton
2019-00005082,361 RESERVOIR AVE,01/17/2019 11:53:00 AM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,CBenoit
2019-00005082,361 RESERVOIR AVE,01/17/2019 11:53:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CBenoit
2019-00005079,721 CHALKSTONE AVE,01/17/2019 11:39:10 AM,1,2019,Juvenile Matter,Not Used,No violations,0,EChin
2019-00500216,790 BROAD ST,01/17/2019 11:05:35 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RPapa
2019-00005072,254 WASHINGTON ST,01/17/2019 10:42:00 AM,1,2019,RI Statute Violation,15-15-3,VIOLATION OF PROTECTIVE ORDER,1,Central Station
2019-00500215,593 EDDY ST,01/17/2019 10:31:47 AM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RPapa
2019-00005065,169 CANAL ST,01/17/2019 10:10:59 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,RKing
2019-00005066,710 VALLEY ST,01/17/2019 10:10:17 AM,1,2019,Request for Assistance,Not Used,No violations,0,AElie
2019-00005053,N  MAIN ST & SMITHFIELD AVE,01/17/2019 09:02:26 AM,1,2019,Motor Vehicle Violation,Not Used,No violations,0,DHull
2019-00005028,670 N  MAIN ST,01/17/2019 04:57:00 AM,1,2019,D.O.A.,Not Used,No violations,0,KBass
2019-00005027,SUMMIT AVE & 6TH ST,01/17/2019 04:37:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TCalandra
2019-00005017,825 CHALKSTONE AVE,01/17/2019 02:53:00 AM,1,2019,Medical Aid,Not Used,No violations,0,RSavage
2019-00005015,656 ELMWOOD AVE,01/17/2019 02:51:00 AM,1,2019,Article Found,Not Used,No violations,0,WSherrill
2019-00005007,65 LYDIA ST,01/17/2019 01:48:00 AM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,BMcKenna
2019-00004994,142 ROGER WILLIAMS AVE,01/17/2019 12:39:00 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2019-00004993,MERINO ST & HARTFORD AVE,01/17/2019 12:34:00 AM,1,2019,Traffic Violation,31-16-5,Turn Signal Required,1,LVadney
2019-00004990,1 ORMS ST,01/17/2019 12:12:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TCalandra
2019-00004986,POTTERS AVE & BURNSIDE ST,01/17/2019 12:08:00 AM,1,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,BMcParlin
2019-00004978,BROAD ST ,01/16/2019 11:37:00 PM,1,2019,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,BMcParlin
2019-00004975,MELROSE ST & ADELAIDE AVE,01/16/2019 11:33:00 PM,1,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LFerreras
2019-00004964,325 WASHINGTON ST,01/16/2019 10:36:00 PM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,PHourahan
2019-00004943,333 ATWELLS AVE,01/16/2019 08:47:00 PM,1,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00004944,51 SILVER SPRING ST,01/16/2019 08:46:00 PM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EBreault
2019-00004920,1040 BROAD ST,01/16/2019 07:15:00 PM,1,2019,Medical Aid,Not Used,No violations,0,ASchneider
2019-00500214,285 THAYER ST,01/16/2019 06:42:08 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RPapa
2019-00004901,870 DOUGLAS AVE,01/16/2019 06:01:00 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,EBreault
2019-00004890,24 TAPPAN ST,01/16/2019 05:45:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00004887,1 LUBEC ST,01/16/2019 05:31:00 PM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,YGonzalez
2019-00004884,325 WAHINGTON STREET ,01/16/2019 05:27:00 PM,1,2019,Request for Assistance,Not Used,No violations,0,PJohnson
2019-00004883,24 TAPPAN ST,01/16/2019 05:26:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00004867,87 DABOLL ST,01/16/2019 04:30:00 PM,1,2019,Stolen Vehicle\Recovered,Not Used,No violations,0,Central Station
2019-00004864,27 SIMS AVE,01/16/2019 04:11:00 PM,1,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00004862,161 FEDERAL ST,01/16/2019 04:02:00 PM,1,2019,Municipal Code Violation,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,1,Central Station
2019-00004861,WEBSTER AVENUE ,01/16/2019 04:01:00 PM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2019-00004822,459 CHARLES ST,01/16/2019 01:36:36 PM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTella
2019-00004819,61 WENDELL ST,01/16/2019 01:29:36 PM,1,2019,Auto Towed,Not Used,Parking or MV Violation,0,TGomes
2019-00004807,112 PLEASANT ST,01/16/2019 12:45:00 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00004805,BROAD ST & MASSIE AVE,01/16/2019 12:42:00 PM,1,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00004803,14 OGDEN ST,01/16/2019 12:40:00 PM,1,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00004795,288 BLACKSTONE BLVD,01/16/2019 12:09:13 PM,1,2019,Burglary,11-8-1,BURGLARY,1,WHutchinson
2019-00004791,170 SILVER LAKE AVE,01/16/2019 12:02:49 PM,1,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,ITavarez
2019-00004790,PINE ST & PORTLAND ST,01/16/2019 11:56:36 AM,1,2019,Auto Towed,Not Used,Parking or MV Violation,0,GPaolo
2019-00004785,325 WASHINGTON ST,01/16/2019 11:41:00 AM,1,2019,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2019-00004779,344 WASHINGTON ST,01/16/2019 11:23:44 AM,1,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JBento
2019-00004776,182 THURBERS AVE,01/16/2019 11:19:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KPea
2019-00004773,10 DORRANCE ST,01/16/2019 11:11:00 AM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,NFroncillo
2019-00004770,1039 CHALKSTONE AVE,01/16/2019 10:59:34 AM,1,2019,Bad Checks,19-9-24,FRAUDULENT CHECKS- (UNDER $1000),1,EChin
2019-00004746,87 CARR ST,01/16/2019 09:34:43 AM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,KWigginton
2019-00004742,N  MAIN ST & 3RD ST,01/16/2019 09:26:40 AM,1,2019,"Assault, Aggravated",11-44-22,THROWING ARTICLES AT MOVING VEHICLES - AGG ASSAULT,1,DHull
2019-00004742,N  MAIN ST & 3RD ST,01/16/2019 09:26:40 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DHull
2019-00500213,1020 NARRAGANSETT BLVD,01/16/2019 09:10:12 AM,1,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,TPickering
2019-00004732,N  MAIN ST & 3RD ST,01/16/2019 08:54:07 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DHull
2019-00004731,29 BAINBRIDGE AVE,01/16/2019 08:50:00 AM,1,2019,Weapons,11-47-60,POSSESSION OF FIREARMS ON SCHOOL GROUNDS,1,
2019-00004730,400 CHARLES ST,01/16/2019 08:37:34 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTella
2019-00004723,73 RAYMOND ST,01/16/2019 07:40:27 AM,1,2019,Missing Persons,Not Used,No violations,0,AElie
2019-00004695,WOODMAN ST & ELMWOOD AVE,01/16/2019 01:51:00 AM,1,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,ITorres
2019-00004676,ATWELLS AVE & COVELL ST,01/16/2019 12:38:00 AM,1,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,LVadney
2019-00004676,ATWELLS AVE & COVELL ST,01/16/2019 12:38:00 AM,1,2019,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,LVadney
2019-00500212,146 ROGER WILLIAMS AVE,01/15/2019 11:55:16 PM,1,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,TPickering
2019-00500211,111 PLAIN ST,01/15/2019 11:40:33 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2019-00004662,445 SMITH ST,01/15/2019 11:28:00 PM,1,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MVoyer
2019-00004658,1093 ELMWOOD AVE,01/15/2019 10:46:13 PM,1,2019,Auto Towed,Not Used,Parking or MV Violation,0,MDuffy
2019-00004650,380 HOPE ST,01/15/2019 10:22:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00004646,1 PROVIDENCE PL,01/15/2019 10:04:04 PM,1,2019,Medical Aid,Not Used,No violations,0,SSage
2019-00004638,380 HOPE ST,01/15/2019 09:44:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00004629,939 DOUGLAS AVE,01/15/2019 09:13:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00004625,939 DOUGLAS AVE,01/15/2019 09:03:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00004624,24 TAPPAN ST,01/15/2019 08:53:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00004623,1 REGENCY PLZ,01/15/2019 08:43:00 PM,1,2019,Article Found,Not Used,No violations,0,Central Station
2019-00004615,15 DETROIT AVE,01/15/2019 08:08:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,SIm
2019-00004613,33 HOME AVE,01/15/2019 07:48:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,HNorthup
2019-00004613,33 HOME AVE,01/15/2019 07:48:00 PM,1,2019,Vandalism,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAGE,1,HNorthup
2019-00004611,773 ADMIRAL ST,01/15/2019 07:47:00 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TManzotti
2019-00004610,525 EATON ST,01/15/2019 07:42:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MCamardo
2019-00004606,100 WILLARD AVE,01/15/2019 07:34:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,GBustamante
2019-00004599,N  MAIN ST & WHITE ST,01/15/2019 06:57:50 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MGammino
2019-00004592,99 HILLSIDE AVE,01/15/2019 06:37:49 PM,1,2019,Disturbance,Not Used,No violations,0,MGammino
2019-00004584,380 HOPE ST,01/15/2019 06:23:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00004581,99 BOWDOIN ST,01/15/2019 05:58:00 PM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KDoldoorian
2019-00004581,99 BOWDOIN ST,01/15/2019 05:58:00 PM,1,2019,Weapons,11-47-33,POSSESSION OF FIREARMS BY MINORS,1,KDoldoorian
2019-00004581,99 BOWDOIN ST,01/15/2019 05:58:00 PM,1,2019,"Assault, Aggravated",11-5-2.1,FELONY ASSAULT/USE DEVICE SIMILAR TO FIREARM,1,KDoldoorian
2019-00004572,62 AMERICA ST,01/15/2019 05:50:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2019-00004570,20 CALDER ST,01/15/2019 05:38:00 PM,1,2019,RI Statute Violation,40-11-12.4,VIOLATION OF RESTRAINING ORDER,1,MVittorioso
2019-00004552,43 PLAINFIELD ST,01/15/2019 04:37:00 PM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,CCastagliuolo
2019-00004550,225 PUBLIC ST,01/15/2019 04:36:00 PM,1,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,JButen
2019-00004549,7 PROVIDENCE PL,01/15/2019 04:32:00 PM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SIm
2019-00004542,380 HOPE ST,01/15/2019 04:17:00 PM,1,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00500210,201 ROOSEVELT ST,01/15/2019 04:05:01 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2019-00004534,145 SUNBURY ST,01/15/2019 03:40:00 PM,1,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,TManzotti
2019-00004530,198 LENOX AVE,01/15/2019 03:32:00 PM,1,2019,Municipal Code Violation,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,1,Central Station
2019-00004523,361 RESERVOIR AVE,01/15/2019 03:15:00 PM,1,2019,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,PTesseris
2019-00004528,160 WAYLAND AVE,01/15/2019 03:15:00 PM,1,2019,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,JSherman
2019-00004512,256 WEYBOSSET ST,01/15/2019 02:33:00 PM,1,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00004501,104 OCEAN ST,01/15/2019 02:01:00 PM,1,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00004503,75 HAMILTON ST,01/15/2019 01:56:00 PM,1,2019,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,KShea
2019-00004498,88 WARRINGTON ST,01/15/2019 01:54:00 PM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00004495,110 DUPONT AVE ,01/15/2019 01:46:32 PM,1,2019,"Fraud, Swindle",19-9-29,BANK FRAUD,1,ADeschamps
2019-00004493,193 AMHERST ST,01/15/2019 01:29:00 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00500209,73 RICHMOND ST,01/15/2019 01:28:16 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TPickering
2019-00004492,1 W  EXCHANGE ST,01/15/2019 01:21:00 PM,1,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MChasse
2019-00500208,45 ARCH ST,01/15/2019 01:15:42 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2019-00004489,197 INDIANA AVE,01/15/2019 01:14:29 PM,1,2019,Auto Towed,Not Used,Parking or MV Violation,0,TRichards
2019-00500205,863 BROAD ST,01/15/2019 01:13:32 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2019-00004488,1025 SMITH ST,01/15/2019 01:09:00 PM,1,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
