CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2018-00113980,687 CHALKSTONE AVE,10/28/2018 02:51:00 PM,10,2018,RI Statute Violation,15-15-3,VIOLATION OF PROTECTIVE ORDER,1,MMoonan
2018-00114099,20 SPARROW ST,10/28/2018 09:20:00 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MMoonan
2018-00113980,687 CHALKSTONE AVE,10/28/2018 02:51:00 PM,10,2018,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,MMoonan
2018-00118806,150 POCASSET AVE,11/10/2018 09:32:00 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MMoonan
2018-00118699,7 BARROWS ST,11/10/2018 03:38:00 PM,11,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MMoonan
2018-00117016,99 RUGBY ST,11/05/2018 03:51:00 PM,11,2018,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,PTesseris
2018-00115564,361 RESERVOIR AVE,11/01/2018 05:55:00 PM,11,2018,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,PTesseris
2018-00115564,361 RESERVOIR AVE,11/01/2018 05:55:00 PM,11,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,PTesseris
2018-00116210,BROAD ST ,11/03/2018 12:07:00 PM,11,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,PTesseris
2018-00107895,CRANSTON ST & LINWOOD AVE,10/11/2018 04:20:00 PM,10,2018,Prostitution,11-34-8,LOITERING FOR INDECENT PURPOSES PROSTITUTION - PROSTITUTION,1,PTesseris
2019-00000882,CONGRESS AVE & MELROSE ST,01/03/2019 07:36:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,PTesseris
2019-00000882,CONGRESS AVE & MELROSE ST,01/03/2019 07:36:00 PM,1,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,PTesseris
2019-00004523,361 RESERVOIR AVE,01/15/2019 03:15:00 PM,1,2019,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,PTesseris
2019-00004476,161 ADELAIDE AVE,01/15/2019 12:11:00 PM,1,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,PTesseris
2019-00002990,RUTHERGLEN AVE & MORGAN ST,01/10/2019 05:55:00 PM,1,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,PTesseris
2019-00011373,15 N DAVIS ST,02/05/2019 12:19:00 PM,2,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,PTesseris
2019-00012344,17 TANNER ST,02/08/2019 10:58:00 AM,2,2019,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,1,PTesseris
2019-00018461,64 BOWDOIN ST,02/27/2019 12:52:00 PM,2,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,PTesseris
2018-00109244,700 BRANCH AVE,10/15/2018 03:06:00 PM,10,2018,Drug Offenses,21-28-4.01.1-A1,MANUFAC/POSS/DELIVER HEROIN-1OZ-1KG,1,ZSilbert
2018-00110406,217 SISSON ST,10/18/2018 05:33:00 PM,10,2018,Weapons,11-47-8-C,POSSESSION OF FA COMMIT CTRL SUB VIOL,1,ZSilbert
2018-00110406,217 SISSON ST,10/18/2018 05:33:00 PM,10,2018,Drug Offenses,21-28-4.01.1-A2,MANUFAC/POSS/DELIVER COCAINE-1OZ-1KG,1,ZSilbert
2018-00133600,34 CAMDEN AVE,12/26/2018 11:50:00 AM,12,2018,Drug Offenses,21-28-4.01.1-A2,MANUFAC/POSS/DELIVER COCAINE-1OZ-1KG,1,ZSilbert
2018-00122028,103 ELMWOOD AVE,11/20/2018 05:15:00 PM,11,2018,Drug Offenses,21-28-4.01-A1,MANUFAC/POSS/DELIVER SCH 1/II-DRUG DEPEND,1,ZSilbert
2018-00126199,361 RESERVOIR AVE,12/03/2018 05:22:00 PM,12,2018,Drug Offenses,21-28-4.01.1-A5,MANUFAC/POSS/DELIVER MARIJUANA-1-5 KG,1,ZSilbert
2019-00014604,86 ELLERY ST,02/15/2019 12:41:00 PM,2,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,ZSilbert
2019-00015955,189 GALLUP ST,02/19/2019 03:35:00 PM,2,2019,Drug Offenses,21-28-4.01.1-A2,MANUFAC/POSS/DELIVER COCAINE-1OZ-1KG,1,ZSilbert
2018-00100734,601 N  MAIN ST,09/22/2018 07:02:00 PM,9,2018,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,JSherman
2018-00100751,41 JENKINS ST,09/22/2018 07:39:00 PM,9,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2018-00102902,89 WOODBINE ST,09/28/2018 04:21:00 PM,9,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JSherman
2018-00098262,69 PLEASANT ST,09/16/2018 09:11:00 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JSherman
2018-00093853,808 HOPE ST,09/05/2018 04:59:00 PM,9,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JSherman
2018-00108630,127 10TH ST,10/13/2018 04:58:00 PM,10,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2018-00114346,62 WILLIAM ELLERY PL,10/29/2018 03:37:00 PM,10,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2018-00112937,220 SUMMIT AVE,10/25/2018 06:45:00 PM,10,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2018-00117032,88 8TH ST,11/05/2018 04:37:00 PM,11,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2018-00117032,88 8TH ST,11/05/2018 04:37:00 PM,11,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JSherman
2018-00116384,401 ELMGROVE AVE,11/03/2018 09:00:00 PM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JSherman
2018-00117353,85 9TH ST,11/06/2018 06:03:00 PM,11,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2018-00117348,253 SUMMIT AVE,11/06/2018 05:57:00 PM,11,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2018-00133007,1303 N  MAIN ST,12/23/2018 10:02:00 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JSherman
2018-00134346,1 ORMS ST,12/28/2018 09:37:00 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,JSherman
2018-00132679,24 FIRGLADE AVE,12/22/2018 07:59:00 PM,12,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2019-00001541,N MAIN ST & WHITE ST,01/05/2019 07:21:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JSherman
2019-00000543,79 WILLIAMS ST,01/02/2019 06:08:00 PM,1,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2019-00004528,160 WAYLAND AVE,01/15/2019 03:15:00 PM,1,2019,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,JSherman
2019-00006752,ANN MARY DR & N MAIN ST,01/22/2019 07:31:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JSherman
2018-00122976,197 CHACE AVE,11/23/2018 07:12:00 PM,11,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JSherman
2018-00124552,670 N MAIN ST,11/28/2018 06:58:00 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,JSherman
2018-00126631,25 PADELFORD ST,12/04/2018 06:32:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JSherman
2018-00127276,N MAIN ST & WHITE ST,12/06/2018 08:11:00 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JSherman
2018-00128849,N  MAIN ST & ANN MARY DR,12/11/2018 05:43:00 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JSherman
2019-00014436,1190 N  MAIN ST,02/14/2019 09:47:00 PM,2,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JSherman
2019-00016354,160 WAYLAND AVE,02/20/2019 07:41:00 PM,2,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JSherman
2018-00094953,100 WILLARD AVE,09/08/2018 09:40:35 AM,9,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,TRichards
2018-00095352,76 CUMBERLAND ST,09/09/2018 08:48:43 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,TRichards
2018-00095683,42 JILLSON ST,09/10/2018 09:47:10 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TRichards
2018-00095361,36 LONGMONT ST,09/09/2018 09:37:21 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TRichards
2018-00096104,99 KENNEDY PLZ,09/11/2018 03:32:00 PM,9,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2018-00096058,1195 BROAD ST,09/11/2018 01:08:00 PM,9,2018,Assistance Rendered,Not Used,No violations,0,TRichards
2018-00097121,245 ALLENS AVE,09/14/2018 11:55:43 AM,9,2018,Property Damage,Not Used,No violations,0,TRichards
2018-00097763,2 KENNEDY PLZ,09/15/2018 05:39:00 PM,9,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,TRichards
2018-00097154,VIRGINIA AVE & NEW YORK AVE,09/14/2018 01:14:02 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,TRichards
2018-00099786,99 KENNEDY PLZ,09/20/2018 06:06:00 PM,9,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2,TRichards
2018-00102009,264 INDIANA AVE,09/26/2018 11:02:22 AM,9,2018,Auto Towed,Not Used,Parking or MV Violation,0,TRichards
2018-00102002,168 RIVER AVE,09/26/2018 10:43:20 AM,9,2018,Threats,Not Used,No violations,0,TRichards
2018-00102030,166 WASHINGTON AVE,09/26/2018 11:45:02 AM,9,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TRichards
2018-00102045,717 ALLENS AVE,09/26/2018 12:53:37 PM,9,2018,Suspicious Person,Not Used,No violations,0,TRichards
2018-00102125,25 DORRANCE ST,09/26/2018 03:54:00 PM,9,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2018-00100684,1 KENNEDY PLZ,09/22/2018 05:50:00 PM,9,2018,Municipal Code Violation,Sec. 18-21.  ,"Sale, use, possession of alcoholic beverages in parks, etc.",1,TRichards
2018-00100481,68 CACTUS ST,09/22/2018 07:00:40 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,TRichards
2018-00104349,279 INDIANA AVE,10/02/2018 08:37:57 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TRichards
2018-00118359,1 KENNEDY PLZ,11/09/2018 03:53:00 PM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TRichards
2018-00118350,100 BROAD ST,11/09/2018 03:06:00 PM,11,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TRichards
2018-00113338,70 KENNEDY PLZ,10/26/2018 08:10:00 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TRichards
2018-00116168,207 NEW YORK AVE,11/03/2018 08:05:35 AM,11,2018,Harassment,Not Used,No violations,0,TRichards
2018-00116193,268 OCONNEL ST ,11/03/2018 11:16:01 AM,11,2018,Missing Persons,Not Used,No violations,0,TRichards
2018-00115376,26 PROVIDENCE PL,11/01/2018 10:15:45 AM,11,2018,Forgery,11-49.1-3,IDENTITY FRAUD - COUNTERFEIT/FORG,1,TRichards
2018-00115802,141 GANO ST,11/02/2018 10:08:40 AM,11,2018,"Fraud, Swindle",19-9-29,BANK FRAUD,1,TRichards
2018-00105481,355 PRAIRIE AVE,10/05/2018 02:07:58 PM,10,2018,Disturbance,Not Used,No violations,0,TRichards
2018-00110922,180 PINE ST,10/20/2018 02:17:00 AM,10,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,TRichards
2018-00111761,1000 ELMWOOD AVE,10/22/2018 02:16:55 PM,10,2018,Auto Towed,Not Used,Parking or MV Violation,0,TRichards
2018-00112063,1461 BROAD ST,10/23/2018 11:56:16 AM,10,2018,Request for Assistance,Not Used,No violations,0,TRichards
2019-00006021,1297 BROAD ST,01/20/2019 11:24:20 AM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TRichards
2019-00006335,1481 BROAD ST,01/21/2019 11:25:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,TRichards
2019-00005467,66 KENNEDY PLAZA ,01/18/2019 04:01:00 PM,1,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,TRichards
2019-00007622,61 CAROLINA AVE,01/25/2019 11:07:55 AM,1,2019,Medical Aid,Not Used,No violations,0,TRichards
2019-00008013,194 VERMONT AVE,01/26/2019 11:42:32 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,4,TRichards
2019-00004480,54 NARRAGANSETT AVE,01/15/2019 12:08:00 PM,1,2019,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,TRichards
2019-00004489,197 INDIANA AVE,01/15/2019 01:14:29 PM,1,2019,Auto Towed,Not Used,Parking or MV Violation,0,TRichards
2019-00003645,99 KENNEDY PLZ,01/12/2019 06:01:00 PM,1,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2019-00000205,1000 ELMWOOD AVE,01/01/2019 01:34:59 PM,1,2019,Article Found,Not Used,No violations,0,TRichards
2019-00002095,99 KENNEDY PLZ,01/07/2019 06:11:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TRichards
2018-00132472,199 WASHINGTON AVE,12/22/2018 09:51:52 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TRichards
2018-00131776,480 CHARLES ST,12/20/2018 09:52:15 AM,12,2018,Juvenile Matter,Not Used,No violations,0,TRichards
2018-00124082,26 CALLA ST,11/27/2018 12:46:00 PM,11,2018,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,TRichards
2018-00131785,480 CHARLES ST,12/20/2018 10:34:02 AM,12,2018,Juvenile Matter,Not Used,No violations,0,TRichards
2018-00134180,81 WASHINGTON AVE,12/28/2018 12:03:54 PM,12,2018,Threats,Not Used,No violations,0,TRichards
2018-00133911,174 OHIO AVE,12/27/2018 01:15:21 PM,12,2018,Request for Assistance,Not Used,No violations,0,TRichards
2018-00133414,530 ELMWOOD AVE ,12/25/2018 01:15:21 PM,12,2018,Lost Article,Not Used,No violations,0,TRichards
2018-00128081,BROAD ST & JILLSON ST,12/09/2018 09:13:35 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,TRichards
2018-00128081,BROAD ST & JILLSON ST,12/09/2018 09:13:35 AM,12,2018,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,TRichards
2018-00128347,229 CALIFORNIA AVE,12/10/2018 08:46:20 AM,12,2018,Request for Assistance,Not Used,No violations,0,TRichards
2018-00129810,50 NIANTIC AVE,12/14/2018 11:11:17 AM,12,2018,Property Damage,Not Used,No violations,0,TRichards
2018-00124404,245 CHAPMAN ST,11/28/2018 11:58:27 AM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TRichards
2018-00123849,WASHINGTON ST & MATHEWSON ST,11/26/2018 05:04:00 PM,11,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,TRichards
2018-00102641,1010 CHALKSTONE AVE,09/27/2018 10:24:00 PM,9,2018,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,HNorthup
2018-00123849,WASHINGTON ST & MATHEWSON ST,11/26/2018 05:04:00 PM,11,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,TRichards
2018-00123058,PINE ST & CHESTNUT ST,11/24/2018 01:13:00 AM,11,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2018-00123467,184 BROAD ST,11/25/2018 12:22:42 PM,11,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TRichards
2018-00123570,WASHINGTON ST & UNION ST,11/25/2018 08:25:00 PM,11,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,TRichards
2018-00121973,MEMORIAL BLVD & STEEPLE ST,11/20/2018 03:28:00 PM,11,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2018-00121907,40 RESERVOIR AVE,11/20/2018 12:04:17 PM,11,2018,Harassment,Not Used,No violations,0,TRichards
2018-00122259,13 JILLSON ST,11/21/2018 12:55:06 PM,11,2018,Request for Assistance,Not Used,No violations,0,TRichards
2018-00122608,1301 EDDY ST,11/22/2018 12:31:49 PM,11,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,TRichards
2018-00121544,34 ERNEST ST,11/19/2018 08:48:04 AM,11,2018,Stolen Vehicle\Recovered,Not Used,No violations,0,TRichards
2018-00119657,99 KENNEDY PLZ,11/13/2018 03:30:00 PM,11,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,TRichards
2019-00017046,380 WESTMINSTER ST,02/22/2019 11:24:00 PM,2,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2019-00017367,199 WEYBOSSET ST,02/23/2019 09:28:00 PM,2,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2019-00017260,720 ALLENS AVE ,02/23/2019 02:10:07 PM,2,2019,Request for Assistance,Not Used,No violations,0,TRichards
2019-00016223,1297 BROAD ST,02/20/2019 12:57:42 PM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TRichards
2019-00017649,99 KENNEDY PLZ,02/24/2019 08:48:00 PM,2,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2019-00017605,134 MATHEWSON ST,02/24/2019 05:44:00 PM,2,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,TRichards
2019-00017514,32 WHITMARSH ST,02/24/2019 10:03:38 AM,2,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TRichards
2019-00015275,121 COLFAX ST,02/17/2019 07:34:24 AM,2,2019,Stolen Vehicle\Recovered,Not Used,No violations,0,TRichards
2019-00015401,217 WESTMINSTER ST,02/17/2019 05:15:00 PM,2,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2019-00015968,99 KENNEDY PLZ,02/19/2019 04:09:00 PM,2,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,TRichards
2019-00015856,1 VIRGINIA AVE,02/19/2019 10:08:51 AM,2,2019,Harassment,Not Used,No violations,0,TRichards
2019-00016280,99 KENNEDY PLZ,02/20/2019 04:05:00 PM,2,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2019-00018139,2 ERNEST ST,02/26/2019 09:58:58 AM,2,2019,Medical Aid,Not Used,No violations,0,TRichards
2019-00013356,1496 BROAD ST,02/11/2019 12:25:29 PM,2,2019,Request for Assistance,Not Used,No violations,0,TRichards
2019-00014236,1450 BROAD ST,02/14/2019 09:56:23 AM,2,2019,Threats,Not Used,No violations,0,TRichards
2019-00009495,99 KENNEDY PLZ,01/30/2019 03:46:00 PM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,TRichards
2019-00011300,71 TORONTO AVE,02/05/2019 07:00:52 AM,2,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,TRichards
2019-00010422,305 SHIPYARD ST,02/02/2019 01:36:44 PM,2,2019,Trespass,Not Used,No violations,0,TRichards
2019-00010380,1000 ELMWOOD AVE,02/02/2019 11:15:03 AM,2,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,TRichards
2019-00010371,196 ALABAMA AVE,02/02/2019 10:35:03 AM,2,2019,Article Found,Not Used,No violations,0,TRichards
2019-00009806,70 WASHINGTON ST ,01/31/2019 05:13:00 PM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,TRichards
2018-00105397,375 ADELAIDE AVE,10/05/2018 09:56:00 AM,10,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,BRamos
2018-00109982,533 ELMWOOD AVE,10/17/2018 02:49:00 PM,10,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2018-00107390,375 ADELAIDE AVE,10/10/2018 09:13:00 AM,10,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,BRamos
2018-00117928,196 WHITTIER AVE,11/08/2018 01:18:00 PM,11,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2018-00131458,375 ADELAIDE AVE,12/19/2018 11:24:00 AM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2018-00131458,375 ADELAIDE AVE,12/19/2018 11:24:00 AM,12,2018,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,BRamos
2019-00003207,375 ADELAIDE AVE,01/11/2019 11:37:00 AM,1,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2018-00123682,375 ADELAIDE AVE,11/26/2018 09:24:00 AM,11,2018,Drug Offenses,21-28-4.01-C2-(iv),POSSESSION OF MARIJUANA 1OZ OR LESS UNDER 18 YEARS OLD,1,BRamos
2018-00125098,375 ADELAIDE AVE,11/30/2018 02:46:00 PM,11,2018,Weapons,11-47-60,POSSESSION OF FIREARMS ON SCHOOL GROUNDS,1,BRamos
2018-00125098,375 ADELAIDE AVE,11/30/2018 02:46:00 PM,11,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2018-00127404,375 ADELAIDE AVE,12/07/2018 10:46:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,BRamos
2018-00126485,375 ADELAIDE AVE,12/04/2018 01:54:00 PM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2018-00126850,375 ADELAIDE AVE,12/05/2018 02:07:00 PM,12,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,BRamos
2019-00013697,375 ADELAIDE AVE,02/12/2019 01:00:00 PM,2,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2019-00016010,41 FRICKER ST,02/19/2019 06:21:00 PM,2,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2019-00016832,375 ADELAIDE AVE,02/22/2019 01:30:00 PM,2,2019,Drug Offenses,21-28-4.01-C2-(iv),POSSESSION OF MARIJUANA 1OZ OR LESS UNDER 18 YEARS OLD,1,BRamos
2019-00016818,375 ADELAIDE AVE,02/22/2019 12:37:00 PM,2,2019,Weapons,11-47-60,POSSESSION OF FIREARMS ON SCHOOL GROUNDS,1,BRamos
2019-00006911,188 PRINCETON AVE,01/23/2019 11:09:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NMorales
2018-00126783,188 PRINCETON AVE,12/05/2018 09:55:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NMorales
2018-00126104,188 PRINCETON AVE,12/03/2018 12:44:00 PM,12,2018,Weapons,11-47-60,POSSESSION OF FIREARMS ON SCHOOL GROUNDS,2,NMorales
2018-00124365,188 PRINCETON AVE,11/28/2018 09:12:00 AM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NMorales
2019-00012358,188 PRINCETON AVE,02/08/2019 11:46:00 AM,2,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,NMorales
2019-00011705,188 PRINCETON AVE,02/06/2019 12:32:00 PM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NMorales
2019-00012032,188 PRINCETON AVE,02/07/2019 11:07:00 AM,2,2019,Vandalism,11-44-2,MALICIOUS INJURY-BUILDINGS/FENCES/VEGATATION - DESTRUCT/VAND,1,NMorales
2019-00009760,188 PRINCETON AVE,01/31/2019 03:04:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NMorales
2018-00105493,330 WESTMINSTER ST,10/05/2018 02:43:00 PM,10,2018,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station
2018-00101362,14 PELHAM ST,09/24/2018 02:51:00 PM,9,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2018-00094572,1688 WESTMINSTER ST,09/07/2018 02:19:00 PM,9,2018,Request for Assistance,Not Used,No violations,0,Central Station
2018-00114319,1000 ELMWOOD AVE,10/29/2018 02:58:00 PM,10,2018,Article Found,Not Used,No violations,0,Central Station
2018-00109984,8 WEALTH AVE,10/17/2018 02:56:00 PM,10,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2018-00109976,33 KINFIELD ST,10/17/2018 02:19:00 PM,10,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
